YYYYMMDD,Precipitation duration (hour),Daily precipitation (mm),Maximum hourly precipitation (mm)
20081211,0.2,0.2,0.2
20081219,5.7,5.5,2.1
20081220,1.8,0.9,0.5
20081221,2.2,1.1,0.6
20081222,1.9,0.6,0.4
20081224,1.0,0.1,0.1
20090102,0.6,0.5,0.5
20090104,10.4,4.0,0.7
20090105,3.8,2.1,0.8
20090107,1.1,0.2,0.1
20090112,3.6,2.4,1.0
20090113,8.3,4.0,0.8
20090117,1.5,0.7,0.3
20090118,3.0,5.4,2.9
20090119,5.8,4.1,1.0
20090120,0.7,0.9,0.4
20090122,10.0,6.8,1.4
20090123,16.1,22.6,3.1
20090203,6.6,2.4,0.7
20090205,2.8,3.0,1.5
20090207,4.2,3.0,1.5
20090208,1.6,1.7,0.7
20090209,7.8,9.8,3.2
20090210,8.2,8.2,1.6
20090211,2.2,2.3,1.8
20090212,0.6,0.5,0.5
20090213,4.3,2.3,1.2
20090215,7.2,3.3,1.1
20090216,9.0,5.9,0.9
20090217,7.7,3.8,0.8
20090219,3.9,1.0,0.3
20090220,2.0,0.6,0.2
20090222,1.7,0.5,0.2
20090223,2.2,0.7,0.4
20090225,1.8,0.6,0.4
20090226,3.8,1.6,0.7
20090227,10.6,3.4,0.7
20090228,2.2,0.5,0.2
20090301,1.3,0.5,0.4
20090304,0.6,0.1,0.1
20090305,2.7,0.3,0.1
20090306,2.0,0.4,0.2
20090307,0.6,0.2,0.2
20090308,6.4,6.8,2.6
20090309,0.8,0.3,0.1
20090310,6.1,4.9,1.5
20090312,6.0,2.9,1.4
20090314,2.9,1.6,0.7
20090323,3.1,5.8,2.8
20090324,1.1,0.8,0.5
20090325,8.1,8.7,2.2
20090326,8.3,4.8,0.9
20090327,1.0,1.3,0.8
20090328,8.8,8.8,2.6
20090408,3.8,2.2,1.1
20090409,0.5,0.1,0.1
20090410,0.2,0.2,0.2
20090411,0.5,0.2,0.1
20090412,1.3,5.8,4.4
20090416,1.0,0.3,0.1
20090417,2.9,2.3,0.7
20090426,4.4,2.8,1.2
20090427,4.4,4.4,1.6
20090428,4.4,1.6,0.5
20090503,1.6,0.4,0.2
20090504,1.5,0.6,0.5
20090505,11.2,8.1,1.3
20090506,5.6,3.7,1.1
20090508,0.5,1.5,1.4
20090514,1.7,2.3,1.7
20090515,8.1,8.9,2.8
20090516,0.3,0.2,0.1
20090517,9.2,12.8,5.0
20090522,0.3,0.6,0.3
20090525,0.4,0.1,0.1
20090526,4.4,25.6,23.4
20090527,0.9,0.2,0.1
20090604,0.3,0.2,0.2
20090605,0.3,0.1,0.1
20090607,3.8,10.9,5.4
20090608,0.9,0.1,0.1
20090609,3.3,9.9,4.5
20090610,5.5,6.6,2.1
20090611,8.4,10.3,2.4
20090614,5.0,4.1,1.5
20090615,0.7,1.2,1.2
20090616,2.8,5.9,3.1
20090617,0.6,0.3,0.2
20090618,0.4,0.1,0.1
20090619,0.6,0.2,0.2
20090620,0.2,0.2,0.2
20090621,0.3,0.2,0.2
20090626,0.7,1.8,1.8
20090628,1.4,1.2,1.1
20090706,0.4,1.7,1.7
20090707,3.6,19.2,9.4
20090708,2.5,5.1,2.0
20090710,5.1,4.1,1.4
20090712,6.7,6.5,2.3
20090715,0.1,0.3,0.3
20090717,2.6,7.7,4.6
20090718,2.4,4.1,1.4
20090719,1.8,8.3,4.6
20090720,0.9,1.5,0.9
20090721,1.5,9.5,6.8
20090722,4.8,12.0,6.9
20090723,2.5,4.3,3.2
20090724,1.8,5.7,2.0
20090727,0.8,0.5,0.4
20090728,0.5,0.2,0.2
20090729,0.6,11.7,11.7
20090730,1.1,4.7,2.4
20090802,5.9,9.9,5.3
20090810,2.4,1.1,0.4
20090811,3.4,5.1,4.2
20090812,4.2,4.9,1.9
20090820,0.9,1.4,1.3
20090825,3.2,2.0,0.6
20090828,4.2,21.5,12.0
20090829,1.1,1.0,0.7
20090901,3.0,1.3,0.7
20090902,1.5,0.9,0.5
20090903,5.3,6.7,1.6
20090904,7.3,17.5,4.2
20090905,0.5,1.3,1.3
20090913,0.2,0.3,0.3
20090915,4.5,3.2,1.0
20090929,1.2,0.8,0.6
20090930,4.5,1.5,0.4
20091001,2.2,5.3,4.6
20091003,0.8,4.8,4.4
20091005,5.0,3.0,1.2
20091006,2.4,5.4,3.6
20091007,9.2,15.6,4.1
20091008,4.5,11.3,4.5
20091009,2.4,9.9,4.9
20091010,2.5,2.0,0.6
20091011,2.8,16.1,13.2
20091012,1.0,1.0,0.7
20091016,5.1,3.1,0.7
20091022,2.9,1.7,0.7
20091024,8.4,7.2,2.1
20091026,5.6,3.4,0.8
20091101,6.0,14.3,4.4
20091102,0.6,0.2,0.2
20091103,5.2,6.0,1.2
20091104,2.9,2.8,1.0
20091105,5.8,11.4,5.0
20091106,0.6,0.7,0.7
20091107,4.5,4.4,1.2
20091110,4.4,3.5,1.2
20091112,2.5,1.8,1.2
20091113,2.6,1.8,0.8
20091114,1.6,2.1,1.0
20091115,2.6,6.3,3.1
20091116,1.0,0.7,0.5
20091118,2.0,1.5,1.1
20091120,4.2,4.4,1.5
20091121,2.5,0.8,0.3
20091122,3.9,5.9,2.1
20091123,6.6,19.0,4.9
20091124,2.1,0.9,0.6
20091125,2.2,3.1,2.2
20091126,5.5,10.4,5.0
20091127,3.3,5.6,2.3
20091128,6.0,11.2,3.3
20091129,2.7,1.2,0.5
20091201,0.6,0.3,0.3
20091202,5.7,2.9,1.0
20091203,5.5,6.1,1.9
20091204,4.3,6.7,2.0
20091205,6.0,6.8,1.9
20091206,5.0,6.4,2.3
20091208,6.3,2.4,0.5
20091209,6.6,2.8,0.8
20091210,5.2,6.1,2.7
20091217,8.3,3.8,1.2
20091219,1.5,0.5,0.3
20091220,13.4,8.4,1.6
20091221,3.5,1.6,0.5
20091222,3.6,1.7,0.7
20091224,0.8,1.8,1.8
20091225,14.2,15.0,2.0
20091227,3.1,3.9,1.0
20091229,5.6,5.5,2.2
20091230,4.6,1.7,0.4
20100102,0.8,0.1,0.1
20100105,0.8,0.9,0.8
20100106,0.9,0.1,0.1
20100109,5.8,1.0,0.3
20100110,4.9,1.1,0.3
20100116,5.2,7.7,2.1
20100117,2.4,1.4,0.7
20100118,2.3,1.2,0.5
20100119,0.7,0.3,0.2
20100123,8.9,5.0,0.9
20100124,3.3,1.1,0.5
20100127,3.9,3.9,1.5
20100128,1.0,1.3,1.0
20100129,14.0,8.5,1.2
20100130,5.3,7.5,2.8
20100131,0.1,0.1,0.1
20100201,2.7,3.1,1.0
20100202,13.0,18.2,3.4
20100203,1.3,0.3,0.2
20100204,4.4,2.3,0.8
20100205,4.2,1.1,0.3
20100210,5.5,1.7,0.7
20100214,3.1,0.5,0.1
20100215,2.9,0.5,0.1
20100216,0.3,0.1,0.1
20100217,0.6,0.1,0.1
20100218,1.0,0.7,0.3
20100219,0.5,0.2,0.2
20100220,0.4,0.2,0.1
20100221,5.0,3.9,1.5
20100222,14.3,13.1,1.5
20100223,2.7,0.5,0.3
20100224,3.3,1.8,0.6
20100225,8.1,5.3,1.5
20100226,1.6,1.1,0.7
20100227,4.1,2.1,1.1
20100228,16.3,20.2,3.1
20100301,4.5,2.7,0.8
20100305,7.2,5.6,1.7
20100306,0.4,0.2,0.2
20100308,4.5,0.9,0.2
20100313,0.6,0.1,0.1
20100315,9.1,10.1,1.9
20100316,0.5,0.2,0.2
20100319,3.5,2.6,1.3
20100320,8.3,20.5,9.1
20100321,0.8,0.3,0.2
20100325,1.1,0.7,0.6
20100326,0.8,1.5,1.1
20100327,0.4,0.6,0.5
20100328,0.5,0.4,0.4
20100329,5.6,3.2,1.0
20100330,3.2,2.9,1.2
20100331,3.5,2.1,0.7
20100401,2.6,3.0,0.7
20100402,1.0,1.5,1.5
20100403,6.0,8.6,2.0
20100404,4.0,3.6,0.9
20100407,0.8,0.2,0.2
20100408,5.1,1.0,0.3
20100425,0.6,0.1,0.1
20100429,1.9,6.2,3.3
20100430,3.7,6.6,4.1
20100501,2.9,6.1,3.0
20100502,12.6,18.3,3.2
20100503,15.0,7.4,1.2
20100507,1.7,0.4,0.2
20100508,0.3,0.1,0.1
20100511,8.6,7.5,1.3
20100512,10.1,8.7,1.7
20100513,5.4,1.5,0.4
20100517,1.4,0.7,0.4
20100527,1.5,0.7,0.4
20100529,4.5,3.4,1.3
20100530,9.0,11.2,2.9
20100606,1.1,1.1,0.7
20100608,3.1,12.9,6.8
20100609,6.6,1.8,0.4
20100610,2.3,1.6,0.9
20100619,1.1,0.5,0.2
20100629,0.7,0.3,0.2
20100703,2.6,5.5,4.4
20100710,2.4,29.6,19.5
20100711,0.5,1.8,1.5
20100712,1.0,2.5,1.5
20100714,2.0,15.0,9.9
20100716,1.8,2.1,1.9
20100717,0.7,1.2,0.6
20100722,0.2,0.6,0.6
20100725,1.7,1.2,0.5
20100726,4.2,6.1,2.4
20100727,1.5,1.5,1.1
20100728,3.0,8.1,6.6
20100729,1.3,1.0,0.6
20100731,1.4,1.0,0.6
20100801,0.4,0.1,0.1
20100802,1.4,2.6,2.0
20100804,2.1,3.2,2.6
20100805,0.1,0.1,0.1
20100807,3.6,2.5,1.1
20100808,0.7,0.6,0.3
20100809,0.6,1.4,1.4
20100810,2.2,2.0,1.7
20100811,1.0,0.6,0.4
20100812,0.5,0.5,0.5
20100815,5.0,18.9,5.9
20100816,2.5,3.5,2.3
20100817,1.9,0.7,0.4
20100818,1.4,2.7,2.3
20100823,5.8,13.2,7.0
20100824,1.4,2.0,1.3
20100825,5.7,6.4,2.3
20100826,18.3,50.6,13.0
20100827,5.5,3.0,1.2
20100828,3.1,5.6,2.2
20100829,11.2,25.6,6.4
20100830,5.9,9.5,2.5
20100907,6.3,12.1,6.5
20100908,3.7,4.2,1.8
20100910,1.8,1.3,1.2
20100912,2.7,0.8,0.4
20100913,0.4,0.1,0.1
20100914,17.6,21.9,6.4
20100915,4.1,6.6,4.8
20100916,3.5,6.3,1.6
20100917,4.1,2.7,0.7
20100923,3.5,22.6,17.1
20100924,1.0,1.1,0.7
20100925,0.6,0.8,0.8
20100927,12.2,5.5,1.1
20100928,0.7,0.1,0.1
20100930,6.5,4.2,1.0
20101001,4.0,4.2,2.2
20101002,9.0,7.8,2.9
20101006,4.6,1.7,0.6
20101015,8.9,9.2,2.0
20101018,0.7,1.0,1.0
20101019,12.0,32.4,9.1
20101020,7.4,12.2,2.4
20101021,0.8,0.6,0.4
20101023,6.4,6.0,1.5
20101024,1.8,4.1,1.4
20101026,2.4,1.2,0.9
20101027,7.8,6.6,2.6
20101030,0.9,0.3,0.3
20101031,3.4,0.9,0.4
20101102,2.1,0.7,0.3
20101103,8.0,5.8,1.3
20101105,12.5,20.5,8.5
20101106,9.3,11.1,2.9
20101107,3.7,6.2,2.2
20101108,0.9,0.3,0.3
20101109,5.3,2.6,0.6
20101110,7.5,9.2,3.6
20101111,6.7,12.9,6.3
20101112,5.6,4.3,1.0
20101113,2.8,1.3,0.4
20101114,10.4,5.8,1.0
20101119,1.2,0.9,0.8
20101127,0.6,0.1,0.1
20101129,4.6,1.7,0.8
20101202,6.8,1.4,0.3
20101203,1.4,0.4,0.2
20101204,9.2,4.4,0.7
20101205,5.9,2.8,1.0
20101209,2.4,2.5,1.0
20101210,0.3,0.1,0.1
20101211,1.1,0.4,0.3
20101212,0.6,0.8,0.6
20101213,0.6,0.1,0.1
20101215,2.2,2.1,1.4
20101216,8.9,12.4,3.0
20101217,4.1,2.4,0.8
20101218,2.0,3.6,2.2
20101219,4.5,6.4,2.9
20101221,0.4,0.1,0.1
20101223,2.8,0.5,0.2
20101225,0.3,0.1,0.1
20101226,1.7,1.8,0.8
20101228,0.4,0.1,0.1
20101231,3.3,0.7,0.2
20110101,1.5,0.6,0.3
20110103,0.4,0.1,0.1
20110105,1.4,0.5,0.4
20110106,16.8,15.5,2.9
20110107,1.6,0.5,0.2
20110108,4.6,4.8,2.0
20110111,4.3,2.1,1.0
20110112,13.6,10.5,1.3
20110113,12.3,12.5,2.1
20110114,17.4,19.3,3.3
20110117,1.4,0.5,0.3
20110118,6.3,10.8,5.1
20110119,1.3,1.6,1.4
20110122,0.9,0.3,0.2
20110123,1.0,0.3,0.2
20110124,3.3,1.4,0.4
20110125,4.6,5.4,1.9
20110201,1.1,0.9,0.8
20110202,1.0,1.2,1.2
20110203,2.3,2.0,1.7
20110204,3.0,0.6,0.2
20110210,7.9,9.1,2.2
20110211,5.4,2.1,0.6
20110212,9.7,12.4,3.5
20110214,3.2,1.1,0.5
20110215,0.5,0.6,0.6
20110216,0.6,0.2,0.2
20110223,7.6,3.8,0.9
20110224,3.9,1.3,0.7
20110225,0.3,0.1,0.1
20110226,9.0,6.8,2.1
20110227,18.6,19.6,2.2
20110228,3.7,1.4,0.8
20110309,1.3,1.2,0.9
20110310,0.1,0.1,0.1
20110313,3.0,1.3,0.6
20110314,3.0,2.9,1.5
20110318,7.8,11.3,4.2
20110330,1.1,1.8,1.5
20110331,5.0,5.5,1.6
20110402,0.1,0.1,0.1
20110403,0.7,1.5,1.0
20110411,2.2,4.9,2.1
20110412,0.7,0.7,0.3
20110428,1.0,1.0,0.9
20110509,0.6,0.4,0.3
20110510,2.5,4.9,4.1
20110515,0.4,2.2,1.5
20110516,6.7,5.0,1.6
20110517,1.2,0.5,0.4
20110519,5.0,1.3,0.4
20110522,2.6,7.3,3.1
20110526,1.7,2.8,2.1
20110527,1.0,1.8,1.6
20110528,1.7,0.8,0.5
20110530,0.3,0.1,0.1
20110531,3.3,3.4,1.3
20110605,2.2,2.0,1.2
20110606,4.9,7.4,3.7
20110607,2.0,3.3,1.7
20110608,4.3,2.1,0.7
20110609,0.4,0.1,0.1
20110610,3.4,4.5,2.8
20110611,1.7,5.3,3.5
20110613,1.3,1.7,1.1
20110615,0.2,0.1,0.1
20110616,8.9,24.9,4.3
20110617,2.5,3.3,2.1
20110618,7.9,13.0,4.8
20110619,6.4,6.4,2.3
20110621,1.4,1.0,0.5
20110622,0.3,0.2,0.2
20110623,1.2,2.5,2.4
20110624,0.4,0.4,0.3
20110625,11.4,5.1,0.8
20110626,0.4,0.1,0.1
20110628,3.8,28.8,21.7
20110629,1.0,2.2,2.2
20110701,1.2,1.5,0.5
20110706,0.7,0.9,0.9
20110709,3.4,4.9,2.3
20110712,6.5,58.9,27.5
20110713,13.9,4.3,0.6
20110714,20.5,47.5,7.5
20110715,2.2,2.2,1.4
20110716,10.5,15.0,3.8
20110717,2.4,3.0,1.8
20110718,6.1,2.9,0.5
20110720,1.0,3.2,3.2
20110723,6.0,8.8,3.8
20110724,17.7,25.0,3.6
20110726,3.4,1.2,0.3
20110803,0.5,0.1,0.1
20110804,5.2,2.9,1.0
20110806,4.5,8.5,2.1
20110807,0.2,0.1,0.1
20110808,6.3,8.4,3.8
20110809,0.2,0.6,0.6
20110810,0.7,0.4,0.3
20110811,1.6,3.0,2.2
20110812,0.8,0.3,0.2
20110813,3.0,3.4,1.8
20110814,7.5,14.9,4.6
20110818,3.3,7.9,4.6
20110819,1.4,0.4,0.3
20110822,2.2,2.2,1.7
20110823,7.0,7.6,2.1
20110824,0.8,0.4,0.2
20110825,0.6,4.5,4.5
20110826,3.1,2.4,1.1
20110827,4.5,8.2,3.4
20110828,8.0,17.3,4.4
20110829,0.5,0.3,0.2
20110830,0.5,1.7,1.7
20110831,0.1,0.1,0.1
20110903,0.1,0.1,0.1
20110904,3.7,13.6,5.0
20110905,1.0,3.7,2.8
20110906,13.0,27.0,12.7
20110907,4.6,7.9,3.1
20110908,7.5,9.9,3.1
20110910,2.0,11.8,11.1
20110911,1.4,5.2,2.7
20110912,0.9,0.7,0.4
20110913,2.0,5.3,2.6
20110916,0.2,0.2,0.2
20110917,1.3,0.9,0.4
20110918,1.0,1.1,1.0
20110922,0.1,0.1,0.1
20110926,1.8,1.6,1.2
20111006,4.6,8.7,2.9
20111007,9.6,13.1,2.6
20111008,2.0,4.5,1.7
20111009,7.7,4.9,1.4
20111010,1.0,0.3,0.2
20111011,4.8,2.5,0.8
20111012,16.5,15.5,1.9
20111018,4.5,8.3,3.4
20111019,4.1,3.9,1.1
20111020,2.5,2.5,1.0
20111025,5.1,3.3,1.4
20111026,0.6,0.2,0.2
20111029,0.4,0.4,0.4
20111101,4.8,5.8,1.6
20111102,0.5,0.2,0.1
20111123,0.1,0.1,0.1
20111125,1.7,1.0,0.4
20111127,0.9,1.8,1.6
20111129,3.5,1.9,1.0
20111201,9.0,23.5,7.3
20111202,4.3,11.8,6.8
20111203,7.4,8.4,2.5
20111204,0.8,0.9,0.7
20111205,2.3,3.0,1.3
20111206,0.9,0.9,0.5
20111207,3.4,8.2,4.0
20111208,4.2,7.0,5.0
20111209,2.5,3.4,1.6
20111210,0.3,0.2,0.2
20111212,3.6,2.4,1.2
20111213,6.9,10.5,2.4
20111214,3.6,6.2,3.7
20111215,7.4,6.8,2.7
20111216,11.0,10.2,2.0
20111217,4.4,5.0,1.3
20111218,2.4,3.7,1.3
20111219,6.2,3.8,1.1
20111220,3.9,2.5,0.8
20111221,2.3,0.5,0.2
20111222,6.7,3.5,0.8
20111223,4.5,3.3,1.4
20111224,3.8,2.7,1.1
20111225,0.7,0.1,0.1
20111226,0.4,0.1,0.1
20111229,4.9,4.5,1.5
20111230,2.2,1.4,0.5
20111231,11.2,4.5,1.1
20120101,11.3,14.2,2.6
20120103,5.6,10.6,4.9
20120104,7.5,8.0,1.5
20120105,5.5,11.9,4.3
20120106,1.1,1.2,1.0
20120107,4.9,4.9,1.9
20120109,0.9,0.1,0.1
20120111,3.1,1.0,0.5
20120112,0.2,0.1,0.1
20120113,0.8,0.6,0.2
20120118,6.2,3.4,1.4
20120119,10.4,10.2,2.5
20120120,1.2,1.3,0.5
20120121,7.7,4.3,0.9
20120122,3.3,4.0,1.6
20120123,2.7,3.3,0.9
20120126,9.9,5.4,1.0
20120130,0.5,0.1,0.1
20120203,5.3,2.9,1.5
20120212,1.4,0.4,0.2
20120213,3.6,1.3,0.4
20120214,7.8,3.0,0.7
20120215,0.7,0.2,0.2
20120217,1.0,0.3,0.2
20120218,4.6,7.0,2.6
20120219,0.9,0.6,0.4
20120222,4.0,2.2,1.0
20120223,3.4,1.3,0.5
20120224,0.8,0.2,0.1
20120228,2.7,0.4,0.1
20120229,0.7,0.1,0.1
20120304,6.8,3.3,0.8
20120305,5.8,4.5,1.6
20120307,6.8,11.0,2.6
20120310,1.4,0.7,0.4
20120318,0.8,0.6,0.4
20120403,0.7,0.7,0.4
20120406,1.5,0.4,0.3
20120407,0.9,0.3,0.3
20120408,2.2,0.6,0.3
20120409,14.0,9.2,1.9
20120410,8.7,4.1,0.9
20120411,0.6,0.2,0.1
20120412,0.9,1.7,1.7
20120413,1.4,3.5,3.3
20120415,0.6,0.2,0.2
20120417,2.6,2.3,1.1
20120418,1.8,2.4,1.2
20120419,1.0,0.4,0.3
20120420,0.5,1.4,1.4
20120421,3.3,3.1,1.1
20120422,0.8,0.8,0.4
20120423,5.3,2.2,0.8
20120424,1.3,0.4,0.3
20120425,1.9,1.2,0.6
20120426,2.7,7.1,2.8
20120428,2.7,5.3,4.4
20120501,2.5,3.5,1.8
20120502,1.8,1.6,1.1
20120504,0.2,0.1,0.1
20120505,0.8,0.2,0.2
20120508,7.2,9.7,3.5
20120509,3.4,12.3,3.3
20120510,7.4,10.1,2.8
20120512,0.1,0.2,0.2
20120515,3.6,4.9,1.9
20120516,0.9,0.9,0.5
20120518,1.0,1.5,1.1
20120520,5.2,5.0,1.9
20120523,0.6,22.5,12.6
20120524,1.5,1.0,0.8
20120531,5.8,10.9,3.8
20120601,0.4,0.1,0.1
20120603,9.0,8.6,2.7
20120604,8.7,9.0,1.7
20120606,9.0,8.1,1.6
20120607,2.8,1.7,1.3
20120608,0.6,0.5,0.3
20120611,3.1,4.6,2.7
20120615,7.4,8.7,2.8
20120618,2.2,10.2,5.7
20120621,3.1,16.9,12.8
20120622,1.2,5.4,3.8
20120624,9.8,11.4,1.8
20120627,1.1,0.7,0.5
20120629,0.3,0.3,0.3
20120630,2.2,4.9,3.7
20120701,0.5,0.2,0.1
20120705,1.0,0.4,0.2
20120707,1.2,2.6,2.0
20120708,6.6,19.9,9.8
20120709,0.4,0.7,0.5
20120710,1.1,0.4,0.1
20120711,0.8,2.7,2.6
20120712,5.9,7.8,2.5
20120713,10.6,5.0,1.1
20120714,0.8,3.7,3.6
20120715,0.4,0.2,0.2
20120716,13.3,20.7,4.7
20120717,0.2,0.4,0.4
20120718,1.8,1.5,0.7
20120719,4.2,9.0,3.0
20120727,2.5,8.3,7.4
20120728,0.4,0.8,0.8
20120729,1.1,4.9,3.9
20120730,0.8,1.2,1.1
20120731,1.7,0.9,0.4
20120801,3.5,21.8,18.0
20120802,1.1,1.0,0.3
20120803,1.0,6.0,4.6
20120805,2.8,3.7,1.5
20120806,0.7,1.2,0.9
20120807,4.8,8.8,4.2
20120814,0.6,0.7,0.4
20120815,0.2,0.9,0.9
20120824,2.5,5.8,3.2
20120825,1.6,2.0,1.0
20120826,7.6,21.9,5.1
20120828,1.0,1.7,1.6
20120829,0.9,2.1,2.1
20120830,3.0,4.4,1.7
20120831,5.7,10.2,3.9
20120911,2.0,2.9,2.2
20120912,2.3,3.3,1.6
20120913,1.2,0.4,0.2
20120914,2.9,2.0,0.7
20120918,3.6,7.2,1.9
20120919,5.7,10.6,2.9
20120920,0.9,0.6,0.5
20120922,1.4,1.1,0.4
20120923,3.7,10.9,4.5
20120924,4.5,9.6,3.9
20120925,1.7,2.5,1.4
20120927,2.4,4.5,1.4
20120928,1.2,0.4,0.2
20120929,1.5,0.9,0.5
20121001,1.1,0.3,0.2
20121003,8.1,5.5,1.5
20121004,5.2,9.0,3.0
20121005,11.1,12.9,3.3
20121006,9.6,18.3,4.7
20121011,0.9,2.3,2.3
20121012,6.6,16.4,4.5
20121013,5.7,4.4,1.5
20121014,1.1,1.5,0.7
20121015,0.5,0.3,0.2
20121016,2.3,1.4,0.9
20121017,3.3,1.9,0.8
20121018,3.1,8.0,5.6
20121019,1.6,0.6,0.4
20121020,1.0,0.3,0.2
20121024,0.2,0.1,0.1
20121026,0.3,0.1,0.1
20121029,9.5,14.5,3.3
20121030,2.6,4.9,4.0
20121101,1.8,3.5,2.5
20121102,1.7,1.4,1.0
20121103,2.9,3.0,1.5
20121104,2.2,3.7,1.8
20121105,1.6,2.1,1.5
20121106,8.0,6.1,1.2
20121107,4.4,0.9,0.2
20121108,1.3,0.8,0.6
20121110,4.5,3.2,1.3
20121111,0.6,0.3,0.2
20121113,0.8,0.2,0.1
20121117,2.2,1.3,1.1
20121118,6.8,2.6,0.6
20121121,2.4,0.6,0.3
20121123,4.0,4.3,1.4
20121124,5.6,4.6,1.3
20121125,1.2,0.7,0.3
20121126,0.3,0.1,0.1
20121127,0.5,0.1,0.1
20121128,0.5,0.5,0.5
20121130,1.7,0.8,0.5
20121201,6.5,6.8,1.3
20121202,3.9,7.4,1.6
20121203,5.4,4.9,1.5
20121204,2.1,4.6,3.2
20121205,2.9,3.8,0.9
20121206,0.5,0.8,0.6
20121207,8.0,4.4,0.8
20121208,0.8,0.1,0.1
20121209,12.5,11.5,1.5
20121210,0.6,0.9,0.9
20121212,5.5,6.1,2.5
20121214,4.7,8.7,2.6
20121215,2.7,2.1,1.2
20121216,3.3,2.5,0.9
20121217,2.7,2.6,1.8
20121218,3.8,4.6,1.9
20121220,10.0,5.8,0.8
20121221,6.5,3.6,0.9
20121222,13.0,15.1,2.9
20121223,9.2,14.9,3.6
20121224,6.0,2.3,0.8
20121225,12.2,15.2,3.9
20121226,3.9,4.7,1.8
20121227,3.7,2.6,1.0
20121228,5.1,3.0,0.8
20121229,1.4,0.5,0.3
20121230,0.6,1.8,1.5
20121231,6.9,5.5,1.3
20130101,8.8,14.5,4.3
20130102,1.4,0.2,0.1
20130103,1.6,0.7,0.3
20130104,3.0,0.8,0.3
20130105,0.7,0.2,0.1
20130109,12.5,7.1,1.4
20130110,2.9,2.5,1.8
20130115,10.5,4.4,1.5
20130120,4.3,1.6,0.5
20130121,1.2,0.4,0.3
20130126,2.4,1.1,0.7
20130127,7.6,8.2,1.4
20130128,5.1,4.6,1.1
20130129,6.3,4.2,1.3
20130130,4.7,7.3,3.4
20130131,1.0,1.6,1.6
20130201,8.1,5.2,1.0
20130202,3.0,3.9,1.5
20130203,5.4,2.4,0.5
20130204,4.1,2.7,1.4
20130205,2.9,6.5,5.0
20130206,4.9,7.2,2.0
20130207,4.1,7.5,1.6
20130208,0.1,0.1,0.1
20130209,6.3,4.2,1.0
20130210,1.6,0.5,0.2
20130214,7.1,3.7,0.9
20130215,0.2,0.1,0.1
20130216,0.6,0.7,0.6
20130219,0.5,0.1,0.1
20130223,1.0,0.1,0.1
20130224,10.7,2.4,0.4
20130225,1.3,0.4,0.2
20130301,0.3,0.1,0.1
20130303,0.8,0.2,0.1
20130307,1.4,0.4,0.3
20130308,5.3,2.0,0.5
20130309,24.0,24.0,1.7
20130310,5.0,2.8,1.0
20130314,0.4,0.1,0.1
20130315,7.8,2.3,0.5
20130317,3.3,2.0,0.8
20130318,4.0,2.4,0.9
20130319,0.9,0.3,0.3
20130329,0.6,0.1,0.1
20130409,1.6,0.3,0.1
20130411,6.9,4.1,1.1
20130412,3.2,4.9,1.7
20130413,3.6,1.0,0.4
20130414,0.5,0.1,0.1
20130415,1.2,2.0,1.4
20130423,3.8,1.2,0.4
20130426,6.5,7.0,2.2
20130429,1.8,2.4,1.3
20130507,0.4,0.1,0.1
20130508,0.5,4.3,3.9
20130510,0.3,0.1,0.1
20130511,6.9,17.4,3.6
20130512,5.5,6.3,3.7
20130513,5.9,4.3,1.3
20130514,3.6,2.9,1.1
20130515,0.4,0.1,0.1
20130516,11.3,14.5,2.6
20130517,3.3,8.9,3.7
20130520,8.2,4.5,1.9
20130521,13.1,9.5,1.7
20130523,5.8,6.8,2.0
20130524,1.0,1.5,0.8
20130525,4.4,4.9,1.3
20130526,0.8,0.5,0.5
20130529,1.3,0.5,0.2
20130612,1.9,1.3,1.1
20130613,5.6,3.8,1.0
20130615,0.6,2.3,2.3
20130619,0.7,0.2,0.2
20130620,1.7,3.5,2.8
20130621,6.0,6.9,2.4
20130622,1.6,1.8,1.2
20130623,4.9,8.0,3.9
20130624,1.4,3.0,1.8
20130626,1.8,2.5,1.5
20130627,1.9,1.2,0.7
20130628,10.7,13.0,2.2
20130629,1.3,2.4,2.3
20130702,1.0,1.5,0.9
20130703,3.0,6.6,4.0
20130704,0.4,0.1,0.1
20130710,0.8,0.1,0.1
20130726,1.1,3.3,2.0
20130727,3.6,22.7,8.6
20130728,0.6,1.0,1.0
20130730,3.9,4.8,3.1
20130731,0.3,0.1,0.1
20130807,7.7,11.2,3.9
20130809,0.3,0.3,0.2
20130812,0.6,2.6,1.3
20130815,2.3,2.1,1.4
20130816,4.4,4.8,1.8
20130817,1.1,0.6,0.3
20130818,4.1,4.9,2.0
20130819,0.5,0.3,0.3
20130824,1.4,0.4,0.2
20130906,0.9,0.8,0.4
20130908,6.4,15.8,4.3
20130909,10.0,13.3,2.2
20130910,9.9,44.1,12.5
20130911,0.3,1.6,1.4
20130913,3.7,1.5,0.7
20130914,10.2,8.3,1.6
20130915,4.7,6.9,2.1
20130916,4.8,7.5,1.4
20130917,8.9,8.9,2.4
20130918,1.3,1.4,0.9
20130919,2.9,2.3,1.0
20130920,1.2,1.3,0.7
20131003,0.7,1.4,1.4
20131004,2.1,8.2,4.4
20131008,0.4,0.1,0.1
20131009,1.8,0.7,0.2
20131010,1.4,1.2,0.6
20131011,16.4,22.1,2.6
20131012,7.0,22.5,6.6
20131013,20.9,63.9,7.8
20131014,8.2,7.5,3.0
